ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-3267629,Bing,,2,2020-12-06 21:31:00,2020-12-06 23:01:00,34.15558,-118.436275,34.154365,-118.386886,2.825,Stationary traffic on Ventura Fwy E - US-101 S from Van Nuys Blvd (US-101) to CA-170/CA-134 (US-101) due to accident.,,US-101 S,R,Sherman Oaks,Los Angeles,CA,91423,US,US/Pacific,KBUR,2020-12-06 21:53:00,51.0,51.0,29.0,29.23,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2287813,MapQuest,201.0,2,2018-02-01 16:36:35,2018-02-01 17:21:21,33.775093,-84.387306,,,0.0,Accident on Peachtree St at 4th St.,1.0,4th St NW,R,Atlanta,Fulton,GA,30308,US,US/Eastern,KFTY,2018-02-01 16:53:00,63.0,,60.0,30.06,10.0,SSW,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4153855,Bing,,3,2017-08-06 01:27:34,2017-08-06 07:27:34,40.79733,-73.92913,40.79941,-73.92916,0.144,At I-278/Triboro Brg/Exit 17 - Accident.,,FDR Dr N,R,New York,New York,NY,10035,US,US/Eastern,KNYC,2017-08-06 01:51:00,68.0,,59.0,30.0,10.0,WNW,5.8,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4225246,Bing,,4,2019-07-24 18:10:47,2019-07-24 18:39:25,47.16736,-122.47563,47.16496,-122.47894,0.227,Ramp closed to WA-512/Exit 127 - Road closed due to accident.,,I-5 S,R,Lakewood,Pierce,WA,98499,US,US/Pacific,KTCM,2019-07-24 17:58:00,77.0,77.0,44.0,29.86,10.0,N,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2741339,Bing,,2,2016-10-18 18:26:44,2016-10-19 00:26:44,32.85606,-96.55642,32.85342,-96.56272,0.409,At President George Bush Tpke/Exit 61B - Accident.,,US-67 S,R,Garland,Dallas,TX,75043,US,US/Central,KHQZ,2016-10-18 18:50:00,84.2,,55.0,29.84,10.0,SSE,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2743105,Bing,,3,2016-08-16 18:51:03,2016-08-17 00:51:03,29.70442,-95.37523,29.70184,-95.3752,0.178,At Holcombe Blvd - Accident.,,S Freeway S,R,Houston,Harris,TX,77021,US,US/Central,KMCJ,2016-08-16 18:55:00,80.6,,79.0,30.0,10.0,NNE,11.5,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1878734,MapQuest,201.0,2,2018-09-10 07:58:07,2018-09-10 08:27:57,32.529118,-93.778954,,,0.0,Accident on LA-3094 Hearne Ave at Aero Dr.,,Aero Dr,R,Shreveport,Caddo,LA,71107,US,US/Central,KDTN,2018-09-10 07:53:00,69.1,,96.0,29.95,0.5,ENE,9.2,1.01,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1641296,MapQuest,201.0,2,2019-01-15 07:29:15,2019-01-15 07:58:27,26.708969,-81.610229,,,0.0,Accident on FL-80 Palm Beach Blvd at Broadway St.,17100.0,Broadway St,R,Alva,Lee,FL,33920-3900,US,US/Eastern,KRSW,2019-01-15 07:53:00,53.1,,86.0,30.19,10.0,North,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3181227,Bing,,2,2020-11-26 00:11:35,2020-11-26 01:51:54,34.690141,-82.919405,34.689029,-82.919638,0.078,Incident on J COBB DR near SHILOH RD Drive with caution.,198.0, J Cobb Dr,L,Seneca,Oconee,SC,29678-3030,US,US/Eastern,KCEU,2020-11-26 00:33:00,55.0,55.0,96.0,29.14,2.0,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3603291,Bing,,2,2020-03-26 12:08:00,2020-03-26 13:36:40,34.17627,-119.096345,34.17627,-119.096345,0.0,At CA-34/E 5th St - Accident.,4398.0, Laguna Rd,R,Oxnard,Ventura,CA,93033-2203,US,US/Pacific,KOXR,2020-03-26 11:51:00,57.0,57.0,40.0,29.98,10.0,W,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2227796,MapQuest,241.0,2,2018-03-02 13:55:11,2018-03-02 14:23:58,43.417969,-124.223999,,,0.0,One lane blocked due to accident on US-101 Sherman Ave Southbound at Ferry Rd.,,Sherman Ave,R,North Bend,Coos,OR,97459,US,US/Pacific,KOTH,2018-03-02 13:56:00,43.0,34.2,82.0,29.68,10.0,SE,20.7,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4186015,Bing,,2,2019-05-17 18:24:01,2019-05-17 18:53:16,40.63691,-74.01936,40.63348,-74.01611,0.292,At 6th Ave/Exit 20 - Accident. Right lane blocked.,,65th St,R,Brooklyn,Kings,NY,11220,US,US/Eastern,KJRB,2019-05-17 18:51:00,75.0,75.0,51.0,29.58,10.0,VAR,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2959168,Bing,,2,2020-10-12 07:41:01,2020-10-12 10:26:01,46.369739,-98.076549,46.384249,-98.076449,1.003,Incident on ND-1 near MP 33 Expect delays.,7199.0, Highway 1,L,Verona,LaMoure,ND,58490-9363,US,US/Central,K2D5,2020-10-12 07:35:00,41.0,34.0,76.0,28.35,10.0,W,12.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2423951,MapQuest,201.0,3,2017-12-11 07:05:51,2017-12-11 08:05:38,33.98785,-118.399048,,,0.0,Accident on I-405 Northbound at Exits 50A 50B CA-90.,,I-405 N,R,Culver City,Los Angeles,CA,90230,US,US/Pacific,KSMO,2017-12-11 06:51:00,54.0,,31.0,30.17,10.0,NE,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2473530,MapQuest,201.0,2,2017-11-06 14:37:00,2017-11-06 15:06:41,34.925114,-82.36541,,,0.0,Accident on Paris Mountain State Park at State Park Rd.,2400.0,State Park Rd,L,Greenville,Greenville,SC,29609-6740,US,US/Eastern,KGMU,2017-11-06 14:53:00,75.9,,62.0,30.01,10.0,WSW,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-468578,MapQuest,201.0,2,2017-06-05 13:34:59,2017-06-05 14:33:58,34.162582,-82.407944,,,0.019999999553,Accident on SC-28 at Carwellyn Rd.,1659.0,Highway 28 Byp,L,Abbeville,Abbeville,SC,29620-4975,US,US/Eastern,KGRD,2017-06-05 13:17:00,79.0,,72.0,29.83,10.0,SW,12.7,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-228480,MapQuest,201.0,2,2016-06-16 10:55:00,2016-06-16 11:25:00,39.755253,-84.182159,,,0.0,Accident on Cass St at Clay St.,301.0,Cass St,R,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,2016-06-16 10:58:00,79.5,,79.0,29.74,10.0,WSW,10.4,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3629692,Bing,,2,2020-04-09 17:32:23,2020-04-09 18:02:23,35.87993,-78.57297,35.87993,-78.57297,0.0,At I-540/Northern Wake Expy - Accident.,,Capital Blvd,R,Raleigh,Wake,NC,27616,US,US/Eastern,KRDU,2020-04-09 17:51:00,79.0,79.0,28.0,29.02,10.0,WSW,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-533180,MapQuest,201.0,2,2020-12-15 06:13:53,2020-12-15 07:30:00,38.681656,-122.880547,,,0.0,Accident on US-101 Northbound after Independence Ln.,,Redwood Hwy N,R,Geyserville,Sonoma,CA,95441,US,US/Pacific,KSTS,2020-12-15 06:15:00,37.0,37.0,100.0,30.16,1.0,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-1403395,MapQuest,201.0,2,2019-05-13 06:35:33,2019-05-13 07:52:54,32.412788,-93.700897,,,0.579999983311,Accident on LA-1 Youree Dr from Azalea Garden Dr to Stratmore Dr.,,Stratmore Dr,R,Shreveport,Caddo,LA,71115,US,US/Central,KBAD,2019-05-13 06:56:00,55.0,55.0,100.0,29.77,9.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1198352,MapQuest,241.0,2,2019-09-05 13:01:14,2019-09-05 14:04:41,27.89127,-82.820061,,,0.0,Lane blocked due to accident on Wilcox Rd at Vonn Rd.,12898.0,Vonn Rd,L,Largo,Pinellas,FL,33774-2529,US,US/Eastern,KPIE,2019-09-05 12:53:00,92.0,92.0,62.0,29.94,10.0,W,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3617071,Bing,,2,2020-04-03 06:15:00,2020-04-03 07:30:00,41.19736,-96.09543,41.19736,-96.09543,0.0,At US-275/NE-92/Exit 445 - Accident.,,I-80 E,R,Omaha,Douglas,NE,68137,US,US/Central,KMLE,2020-04-03 06:15:00,26.0,17.0,82.0,29.02,5.0,NNW,9.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-56817,MapQuest,201.0,2,2016-12-16 04:19:03,2016-12-16 05:03:45,33.854671,-117.789474,,,0.01,Right hand shoulder blocked due to accident on CA-91 Westbound at Exit 36 CA-90 Imperial Hwy.,,CA-91 W,R,Anaheim,Orange,CA,92807,US,US/Pacific,KFUL,2016-12-16 04:23:00,62.1,,100.0,29.83,2.5,SSW,9.2,0.06,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1151106,MapQuest,201.0,2,2019-11-27 10:17:09,2019-11-27 12:04:49,43.286961,-77.720757,,,0.0,Accident on CR-107 Frisbee Hill Rd at CR-140 Manitou Rd.,70.0,Frisbee Hill Rd,R,Hilton,Monroe,NY,14468-8987,US,US/Eastern,KROC,2019-11-27 09:54:00,50.0,50.0,63.0,29.04,10.0,SE,10.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-662269,MapQuest,201.0,2,2020-10-26 18:01:09,2020-10-26 18:30:59,36.046371,-95.922081,,,0.0,Accident on Yale Ave at 81st St.,8097.0,S Yale Ave,L,Tulsa,Tulsa,OK,74136-9004,US,US/Central,KRVS,2020-10-26 17:53:00,36.0,26.0,82.0,29.52,6.0,NNE,18.0,0.05,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1569942,MapQuest-Bing,201.0,3,2019-02-05 21:41:11,2019-02-05 22:10:34,38.56789,-112.353027,,,0.0,Accident on I-70 Westbound at Exit 17.,3993.0,S Kimberly Rd,R,Sevier,Sevier,UT,84766-6017,US,US/Mountain,KMLF,2019-02-05 21:52:00,32.0,23.6,66.0,29.62,8.0,SW,10.4,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3447188,Bing,,2,2020-05-27 08:08:14,2020-05-27 08:23:14,39.21982,-76.83818,39.21982,-76.83818,0.0,At MD-175/Little Patuxent Pkwy - Accident.,5485.0, Thunder Hill Rd,L,Columbia,Howard,MD,21045-2269,US,US/Eastern,KBWI,2020-05-27 07:54:00,66.0,66.0,93.0,30.05,0.5,ESE,6.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3853792,Bing,,2,2019-09-17 22:55:00,2019-09-17 23:27:42,35.319722,-119.036667,35.319722,-119.036667,0.0,At White Ln - Accident.,,CA-99 N,R,Bakersfield,Kern,CA,93304,US,US/Pacific,KBFL,2019-09-17 22:54:00,71.0,71.0,42.0,29.42,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-530753,MapQuest,245.0,2,2020-12-16 18:49:34,2020-12-16 20:19:03,33.714756,-84.240929,,,0.0,Two lanes blocked due to accident on I-20 Westbound at I-285 .,,GA-407 N,R,Decatur,DeKalb,GA,30034,US,US/Eastern,KATL,2020-12-16 18:52:00,43.0,43.0,93.0,28.83,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-640532,MapQuest,201.0,2,2020-10-12 05:22:00,2020-10-12 07:11:14,30.309349,-92.116386,,,0.0,Accident on Vatican Rd at LA-93.,900.0,Vatican Rd,L,Carencro,Lafayette,LA,70520-6429,US,US/Central,KLFT,2020-10-12 05:07:00,73.0,73.0,93.0,29.86,10.0,SW,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1789135,MapQuest,201.0,3,2018-11-29 17:44:02,2018-11-29 18:28:42,28.49313,-81.433304,,,0.0,Right lane blocked due to accident on I-4 Westbound at Exit 78 Conroy Rd.,,I-4 E,R,Orlando,Orange,FL,32839,US,US/Eastern,KORL,2018-11-29 17:53:00,57.9,,44.0,30.2,10.0,ENE,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-4213326,Bing,,2,2019-08-30 12:12:31,2019-08-30 16:12:31,45.53571,-122.587162,45.5324,-122.59549,0.463,At 68th Ave/Halsey St/Exit 4 - Accident.,,I-84 W,R,Portland,Multnomah,OR,97213,US,US/Pacific,KPDX,2019-08-30 11:53:00,72.0,72.0,59.0,30.04,10.0,ENE,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3386150,Bing,,2,2020-12-14 04:49:52,2020-12-14 08:54:52,45.020367,-92.984138,45.020013,-92.984761,0.039,Incident on MN-36 WB near MN-120 Drive with caution.,3401.0, State Highway 36,L,Saint Paul,Washington,MN,55128,US,US/Central,K21D,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-850133,MapQuest-Bing,201.0,2,2020-04-04 06:48:06,2020-04-04 08:03:36,34.910259,-120.347031,,,0.0,Accident on Dominion Rd at CA-176 Foxen Canyon Rd.,2001.0,Foxen Canyon Rd,L,Santa Maria,Santa Barbara,CA,93454,US,US/Pacific,KSMX,2020-04-04 06:51:00,45.0,45.0,93.0,29.65,3.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-463717,MapQuest,201.0,3,2017-06-28 09:20:19,2017-06-28 09:50:05,33.678928,-117.848778,,,0.0,Accident on I-405 Southbound at Exit 8 MacArthur Blvd.,,San Diego Fwy S,R,Irvine,Orange,CA,92612,US,US/Pacific,KSNA,2017-06-28 08:53:00,66.0,,73.0,29.89,10.0,Variable,4.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3678808,Bing,,2,2020-01-09 03:46:14,2020-01-09 07:46:14,43.27029,-124.22819,43.27029,-124.22819,0.0,At Coaledo Rd - Accident.,,Highway 42,R,Coos Bay,Coos,OR,97420,US,US/Pacific,KOTH,2020-01-09 03:56:00,40.0,36.0,97.0,30.08,10.0,NNE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4024869,Bing,,4,2018-07-19 02:22:36,2018-07-19 02:52:24,39.69716,-75.61552,39.6812,-75.66306,2.758,Closed between SR-141/Exit 5 and SR-1/SR-7/Exit 4 - Road closed due to accident.,,Delaware Tpke,R,New Castle,New Castle,DE,19720,US,US/Eastern,KILG,2018-07-19 02:51:00,64.9,,70.0,30.04,10.0,North,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1270829,MapQuest,201.0,2,2019-07-14 17:53:05,2019-07-14 18:19:40,33.968391,-117.328514,,,0.0,Slow lane blocked due to accident on CA-60 Northbound near Exits 31 32A Martin Luther King Blvd.,,CA-60 E,R,Riverside,Riverside,CA,92521,US,US/Pacific,KRAL,2019-07-14 17:53:00,90.0,90.0,29.0,29.03,10.0,W,16.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3231050,Bing,,2,2020-12-12 16:04:00,2020-12-12 19:07:06,38.593543,-121.444705,38.596493,-121.443605,0.212,NB 51 OVER ARDEN. VEH WAS ON LEFT HANDS SIDE / BTWN NB AND SB LANES,,Capital City Fwy E,R,Sacramento,Sacramento,CA,95815,US,US/Pacific,KMCC,2020-12-12 15:55:00,52.0,52.0,82.0,30.03,10.0,,7.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4109307,Bing,,2,2017-12-13 19:08:13,2017-12-14 01:08:13,40.11106,-75.28698,40.112477,-75.2791,0.428,Between S Henderson Rd and Norristown Interchange - Accident. Left lane blocked.,,Pennsylvania Tpke E,R,Plymouth Meeting,Montgomery,PA,19462,US,US/Eastern,KLOM,2017-12-13 19:15:00,26.6,,47.0,29.72,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2174243,MapQuest,201.0,2,2018-04-06 06:17:06,2018-04-06 06:46:38,47.734093,-122.328896,,,0.0,Accident on 1st Ave NE at WA-523 N 145th St.,14498.0,1st Ave NE,R,Seattle,King,WA,98125,US,US/Pacific,KBFI,2018-04-06 05:53:00,52.0,,86.0,29.83,10.0,SE,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-2281381,MapQuest,201.0,3,2018-03-29 08:06:47,2018-03-29 08:36:15,37.638088,-122.441002,,,0.589999973774,Accident on entry ramp to I-280 Northbound from Avalon Dr Southbound.,,I-280 S,R,South San Francisco,San Mateo,CA,94080,US,US/Pacific,KSFO,2018-03-29 07:56:00,57.0,,69.0,30.11,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1476239,MapQuest,201.0,3,2019-04-17 17:30:44,2019-04-17 19:10:32,35.901787,-84.119141,,,0.0,Left lane blocked due to accident on I-140 Westbound at Exits 1 1A 1B Mabry Hood Rd.,,I-140 E,R,Knoxville,Knox,TN,37922,US,US/Eastern,KTYS,2019-04-17 17:53:00,77.0,77.0,34.0,28.92,10.0,SSW,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1066367,MapQuest,201.0,3,2019-10-18 16:17:59,2019-10-18 17:36:25,38.871384,-76.989639,,,0.0,Right lane blocked due to accident on I-695 Eastbound at I-295.,,I-695 S,R,Washington,District of Columbia,DC,20020,US,US/Eastern,KWBC,2019-10-18 15:56:00,62.0,62.0,37.0,29.64,10.0,NW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2174739,MapQuest,201.0,2,2018-04-06 08:35:17,2018-04-06 09:19:50,33.968479,-117.848892,,,0.0,Right hand shoulder blocked due to accident on CA-57 Southbound at Diamond Bar Blvd.,,CA-57 N,R,Diamond Bar,Los Angeles,CA,91765,US,US/Pacific,KPOC,2018-04-06 09:47:00,57.2,,77.0,30.03,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-191401,MapQuest,201.0,2,2016-08-29 15:18:34,2016-08-29 16:03:34,43.018723,-83.634895,,,0.0,Accident on Court St at Center Rd.,1001.0,S Center Rd,L,Burton,Genesee,MI,48509-1724,US,US/Eastern,KFNT,2016-08-29 14:53:00,81.0,,58.0,30.26,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-252682,MapQuest,201.0,2,2016-08-12 16:32:10,2016-08-12 17:02:10,40.037575,-76.272163,,,0.0,Accident on Pitney Rd at Lampeter Rd.,,Lincoln Hwy E,R,Lancaster,Lancaster,PA,17602,US,US/Eastern,KLNS,2016-08-12 16:41:00,78.1,,96.0,29.9,10.0,NE,4.6,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2897407,Bing,,2,2017-03-31 19:32:20,2017-04-01 01:32:20,34.72505,-116.16824,34.72122,-115.67249,28.154,Between Crucero Rd and Kelbaker Rd - Accident.,,I-40 E,R,Ludlow,San Bernardino,CA,92338,US,US/Pacific,KNXP,2017-03-31 19:56:00,64.0,,23.0,29.8,10.0,North,4.6,,Widespread Dust,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2685788,MapQuest,201.0,2,2017-08-16 09:06:31,2017-08-16 10:06:21,33.567509,-112.155968,,,0.0,Accident on 45th Ave at Olive Ave.,4498.0,W Olive Ave,R,Glendale,Maricopa,AZ,85302-3826,US,US/Mountain,KGEU,2017-08-16 08:55:00,87.8,,27.0,29.92,10.0,East,3.5,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-3735235,Bing,,2,2020-02-21 18:55:00,2020-02-21 20:01:16,37.327992,-121.940876,37.327992,-121.940876,0.0,At Stevens Creek Blvd - Accident.,,I-880 S,R,San Jose,Santa Clara,CA,95128,US,US/Pacific,KSJC,2020-02-21 18:53:00,64.0,64.0,40.0,29.9,10.0,SE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2386320,MapQuest,201.0,2,2018-01-23 07:27:45,2018-01-23 07:57:36,36.83741,-119.655006,,,0.0,Accident on Herndon Ave at Locan Ave.,7498.0,E Herndon Ave,L,Clovis,Fresno,CA,93611-8436,US,US/Pacific,KFAT,2018-01-23 07:53:00,48.9,,80.0,30.3,6.0,NE,3.5,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3066775,Bing,,2,2020-12-18 05:50:46,2020-12-18 07:48:35,32.748046,-96.869932,32.749527,-96.869923,0.102,Incident on RAVINIA DR near W 8TH ST Expect long delays.,3000.0, W 8th St,L,Dallas,Dallas,TX,75211,US,US/Central,KRBD,2020-12-18 05:53:00,40.0,33.0,77.0,29.45,10.0,S,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1971076,MapQuest,201.0,2,2018-08-24 14:56:10,2018-08-24 15:25:57,30.430031,-91.056488,,,0.0,Accident on Sherwood Forest Blvd at I-12.,,S Sherwood Forest Blvd,R,Baton Rouge,East Baton Rouge,LA,70816,US,US/Central,KBTR,2018-08-24 14:53:00,93.0,,41.0,29.97,5.0,Calm,,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1095692,MapQuest,241.0,3,2019-11-01 21:27:16,2019-11-01 21:56:22,39.020073,-76.94062,,,0.0,2 right lane blocked due to accident on I-95 Southbound before I-495 / I-95 Exit 27 / US-1 Baltimore Ave.,9450.0,Cherry Hill Rd,L,College Park,Prince George's,MD,20740-1284,US,US/Eastern,KCGS,2019-11-01 21:23:00,39.0,39.0,71.0,30.24,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2145639,MapQuest,248.0,2,2018-05-23 08:00:18,2018-05-23 08:29:57,35.29985,-80.51403,,,0.0,Delays expected due to accident on US-601 both ways at Flowes Store Rd.,8600.0,Highway 601,L,Midland,Cabarrus,NC,28107,US,US/Eastern,KJQF,2018-05-23 07:50:00,73.4,,83.0,30.12,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3227317,Bing,,2,2020-12-31 01:56:00,2020-12-31 08:44:00,47.62138,-122.302482,47.620215,-122.302498,0.08,Construction on 23RD AVE SB near E JOHN ST Right lane blocked. Expect delays.,300.0, 23rd Ave E,R,Seattle,King,WA,98112-4742,US,US/Pacific,KBFI,2020-12-31 01:53:00,47.0,41.0,100.0,29.77,5.0,S,15.0,0.01,Light Rain,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Night
A-4141471,Bing,,3,2017-09-06 14:21:06,2017-09-06 20:21:06,41.27135,-96.07611,41.2575,-96.076223,0.957,At US-6/Dodge Rd/Exit 3 - Accident. Left lane blocked.,,I-680 S,R,Omaha,Douglas,NE,68114,US,US/Central,KMLE,2017-09-06 11:35:00,66.0,,50.0,30.21,10.0,NNW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1283673,MapQuest,201.0,2,2019-07-22 16:15:15,2019-07-22 19:27:39,42.990108,-83.594421,,,1.53999996185,Accident on Belsay Rd between Peartree Dr and Atherton Rd.,2901.0,S Belsay Rd,L,Burton,Genesee,MI,48519-1617,US,US/Eastern,KFNT,2019-07-22 15:53:00,75.0,75.0,51.0,29.12,10.0,NNE,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3391760,Bing,,2,2020-12-14 17:29:32,2020-12-14 19:29:32,43.035196,-123.330255,43.027456,-123.300925,1.575,Hazardous debris is causing no to minimum delays. Use caution.,,I-5 S,R,Myrtle Creek,Douglas,OR,97457,US,US/Pacific,KRBG,2020-12-14 17:53:00,45.0,45.0,90.0,29.74,9.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-3321603,Bing,,2,2020-11-18 04:01:00,2020-11-18 06:18:45,33.818895,-118.191224,33.818883,-118.190653,0.033,NB 405 AT WARDLOW. RP ADVS APPROX 6 VEHS ARE INVL'D IN HOV LN NFI,,I-405 S,R,Long Beach,Los Angeles,CA,90807,US,US/Pacific,KLGB,2020-11-18 07:53:00,58.0,58.0,81.0,30.04,5.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4101958,Bing,,3,2018-01-30 02:02:04,2018-01-30 08:02:04,39.66204,-79.41696,39.66126,-79.40969,0.39,At MD-42/Exit 4 - Accident.,,I-68 E,R,Friendsville,Garrett,MD,21531,US,US/Eastern,K2G4,2018-01-30 01:55:00,21.2,10.9,93.0,29.95,,WNW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3216736,Bing,,2,2020-12-25 08:16:00,2020-12-25 09:57:39,41.9551,-78.609707,41.941842,-78.594428,1.206,Crash on PA 46 both directions between TOTTEN HOLLOW and BUCHANAN HOLLOW. There is a traffic disruption.,1.0, Lafferty Hollow Rd,L,Bradford,McKean,PA,16701-3430,US,US/Eastern,KBFD,2020-12-25 08:18:00,26.0,15.0,75.0,27.27,2.0,W,13.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
